1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,A+,34,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,A-,21,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,B+,13,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,B-,31,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,O+,30,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,O-,27,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,AB+,27,9957864315
1,Srikara Hospital Blood Centre,"222 & 223, Mythri Nagar, Miyapur, Hyderabad - 500049 (Near Maruthi Showroom)
",Miyapur,AB-,14,9957864315
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,A+,10,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,A-,32,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,B+,36,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,B-,32,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,O+,27,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,O-,18,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,AB+,13,8987321907
2,Mother Teresa Blood Bank,"Plot No 14, 15/P, 19/P, 2, 4th Floor, Madinaguda Main Road, Miyapur, Hyderabad - 500049 (Above FMS Dental Hospital, Vijetha Super Market)
",Miyapur,AB-,11,8987321907
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,A+,37,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,A-,8,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,B+,38,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,B-,27,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,O+,27,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,O-,17,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,AB+,20,8472982374
3,Ask4blood.com,"Miyapur, Hyderabad - 500049
",Miyapur,AB-,34,8472982374
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,A+,33,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,A-,19,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,B+,18,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,B-,39,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,O+,39,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,O-,29,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,AB+,37,9647382647
4,Life Voluntary Blood Bank,"MIG 540, Esta Womens Cinic Buliding 1st Floor, Road No 1, Kukatpally, Hyderabad - 500072 (Near By Opposite Ghmc Park Oppsite Esta Womens Clinic Buliding)
",Kukatpally,AB-,13,9647382647
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpally,A+,16,9876567564
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpally,A-,23,9876567564
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpally,B+,19,9876567564
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpally,B-,13,9876567564
5,Dr. Ronald Ross Blood Bank,"Plot No 36, 3rd Floor, Sai Plaza, Kukatpally, Hyderabad - 500072 (Near Dharma Reddy Colony,Kphb Phase I Er Nager)
",Kukatpally,O+,34,9876567564
